Symbol
NSE:DCW-EQ
NSE:BANDHANBNK-EQ
NSE:IRB-EQ
NSE:RELIGARE-EQ
NSE:MMTC-EQ
NSE:DCBBANK-EQ
NSE:HFCL-EQ
NSE:UPL-EQ
NSE:VASCONEQ-EQ
NSE:KARURVYSYA-EQ
NSE:NHPC-EQ
NSE:IOC-EQ
NSE:UTKARSHBNK-EQ
NSE:FEDERALBNK-EQ
NSE:RHIM-EQ
NSE:AEGISVOPAK-EQ
NSE:DEN-EQ
NSE:SMARTWORKS-EQ
NSE:GMRAIRPORT-EQ
NSE:CUB-EQ
NSE:EQUITASBNK-EQ
NSE:CANBK-EQ
NSE:IDBI-EQ
NSE:NIVABUPA-EQ
NSE:SAIL-EQ
NSE:UNIONBANK-EQ
NSE:GREENPOWER-EQ
NSE:HDFCLIFE-EQ
NSE:LLOYDSENT-EQ
NSE:PCJEWELLER-EQ
NSE:DLF-EQ
NSE:SOUTHBANK-EQ
NSE:INDUSINDBK-EQ
NSE:JSWENERGY-EQ
NSE:SBIN-EQ
NSE:AARTIIND-EQ
NSE:PPLPHARMA-EQ
NSE:DEVYANI-EQ
NSE:INDIANB-EQ
NSE:YESBANK-EQ
NSE:PNB-EQ
NSE:BANKBARODA-EQ
NSE:BIOCON-EQ
NSE:IDFCFIRSTB-EQ
NSE:BANKINDIA-EQ
NSE:J&KBANK-EQ
NSE:RPOWER-EQ
NSE:EMBDL-EQ
NSE:RBLBANK-EQ
NSE:UDAICEMENT-EQ
NSE:PSB-EQ
NSE:IOB-EQ
NSE:IRFC-EQ
NSE:UCOBANK-EQ
NSE:MAHABANK-EQ
NSE:CENTRALBK-EQ
NSE:DHANBANK-EQ
NSE:MIRCELECTR-EQ
NSE:LORDSCHLO-EQ
NSE:SEPC-EQ
NSE:JISLJALEQS-EQ
NSE:SJVN-EQ
NSE:NTPCGREEN-EQ
NSE:MANALIPETC-EQ
NSE:RAIN-EQ
NSE:BHEL-EQ
NSE:MRPL-EQ
NSE:CHENNPETRO-EQ
NSE:SUPERSPIN-EQ
NSE:TATACHEM-EQ
NSE:NUVOCO-EQ
NSE:TGBHOTELS-EQ
NSE:ALLCARGO-EQ
NSE:SAMMAANCAP-EQ
NSE:MOL-EQ
NSE:ETERNAL-EQ
NSE:HATHWAY-EQ
NSE:STLTECH-EQ
NSE:DELHIVERY-EQ
NSE:SAURASHCEM-EQ
NSE:JYOTISTRUC-EQ
NSE:JIOFIN-EQ
NSE:URJA-EQ
NSE:DHANI-EQ
NSE:BAJAJHIND-EQ
NSE:COFFEEDAY-EQ
NSE:KHANDSE-EQ
NSE:NETWORK18-EQ
NSE:FIRSTCRY-EQ
NSE:DBREALTY-EQ
NSE:NAVKARCORP-EQ
NSE:MCLEODRUSS-EQ
NSE:SAGCEM-EQ
NSE:ABFRL-EQ
NSE:MBLINFRA-EQ
NSE:RBA-EQ
NSE:BORORENEW-EQ
NSE:INDIACEM-EQ
NSE:ALOKINDS-EQ
NSE:PARSVNATH-EQ
NSE:MTNL-EQ
NSE:QUADFUTURE-EQ
NSE:NSLNISP-EQ
NSE:MOBIKWIK-EQ
NSE:ZEEMEDIA-EQ
NSE:OLAELEC-EQ
NSE:SWIGGY-EQ
NSE:DIACABS-EQ
NSE:LLOYDSENGG-EQ
NSE:ABLBL-EQ
NSE:DIGITIDE-EQ
NSE:BLUSPRING-EQ
